Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 27. September 2009;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt.;
Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;DIE LINKE;FDP;GRÜNE;NPD;MLPD;REP;PIRATEN;Einzelbewerber;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;281;150;53,4;1;5;145;27;43;52;6;11;5;x;x;x;1;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;281;150;53,4;1;3,3;96,7;18,6;29,7;35,9;4,1;7,6;3,4;x;x;x;0,7;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;281;150;53,4;2;2;148;21;40;52;13;12;6;0;1;3;x;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;281;150;53,4;2;1,3;98,7;14,2;27,0;35,1;8,8;8,1;4,1;0,0;0,7;2,0;x;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1921;1080;56,2;1;15;1065;273;316;291;83;59;32;x;x;x;11;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1921;1080;56,2;1;1,4;98,6;25,6;29,7;27,3;7,8;5,5;3,0;x;x;x;1,0;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1921;1080;56,2;2;12;1068;220;298;296;128;73;24;5;2;22;x;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1921;1080;56,2;2;1,1;98,9;20,6;27,9;27,7;12,0;6,8;2,2;0,5;0,2;2,1;x;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;434;277;63,8;1;10;267;81;66;84;20;10;3;x;x;x;3;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;434;277;63,8;1;3,6;96,4;30,3;24,7;31,5;7,5;3,7;1,1;x;x;x;1,1;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;434;277;63,8;2;11;266;67;66;80;25;14;3;1;1;9;x;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;434;277;63,8;2;4,0;96,0;25,2;24,8;30,1;9,4;5,3;1,1;0,4;0,4;3,4;x;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;846;446;52,7;1;7;439;106;138;127;27;22;16;x;x;x;3;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;846;446;52,7;1;1,6;98,4;24,1;31,4;28,9;6,2;5,0;3,6;x;x;x;0,7;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;846;446;52,7;2;6;440;82;137;131;43;22;16;0;1;8;x;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;846;446;52,7;2;1,3;98,7;18,6;31,1;29,8;9,8;5,0;3,6;0,0;0,2;1,8;x;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;421;0,0;1;7;414;99;133;118;29;26;3;x;x;x;6;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;421;0,0;1;1,7;98,3;23,9;32,1;28,5;7,0;6,3;0,7;x;x;x;1,4;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;421;0,0;2;6;415;84;134;121;34;27;3;2;1;9;x;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051714;Briefwahl Neubukow-Salzhaff;1;1;0;421;0,0;2;1,4;98,6;20,2;32,3;29,2;8,2;6,5;0,7;0,5;0,2;2,2;x;
A;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;1;1;2109;1317;62,4;1;18;1299;237;438;373;121;88;18;9;x;x;15;
P;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;1;1;2109;1317;62,4;1;1,4;98,6;18,2;33,7;28,7;9,3;6,8;1,4;0,7;x;x;1,2;
A;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;1;1;2109;1317;62,4;2;14;1303;221;411;361;177;71;23;4;2;33;x;
P;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;1;1;2109;1317;62,4;2;1,1;98,9;17,0;31,5;27,7;13,6;5,4;1,8;0,3;0,2;2,5;x;
A;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;699;420;60,1;1;8;412;67;154;111;52;19;4;2;x;x;3;
P;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;699;420;60,1;1;1,9;98,1;16,3;37,4;26,9;12,6;4,6;1,0;0,5;x;x;0,7;
A;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;699;420;60,1;2;7;413;61;157;109;57;15;4;2;0;8;x;
P;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;699;420;60,1;2;1,7;98,3;14,8;38,0;26,4;13,8;3,6;1,0;0,5;0,0;1,9;x;
A;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;1;1;1497;648;43,3;1;7;641;93;220;204;52;40;26;2;x;x;4;
P;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;1;1;1497;648;43,3;1;1,1;98,9;14,5;34,3;31,8;8,1;6,2;4,1;0,3;x;x;0,6;
A;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;1;1;1497;648;43,3;2;8;640;89;205;199;72;25;30;0;1;19;x;
P;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;1;1;1497;648;43,3;2;1,2;98,8;13,9;32,0;31,1;11,3;3,9;4,7;0,0;0,2;3,0;x;
A;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;924;589;63,7;1;14;575;86;239;150;51;26;11;3;x;x;9;
P;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;924;589;63,7;1;2,4;97,6;15,0;41,6;26,1;8,9;4,5;1,9;0,5;x;x;1,6;
A;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;924;589;63,7;2;6;583;80;216;152;75;26;11;3;0;20;x;
P;51;Bad Doberan;5115;Rostocker Heide;13051046;Mönchhagen;1;1;924;589;63,7;2;1,0;99,0;13,7;37,0;26,1;12,9;4,5;1,9;0,5;0,0;3,4;x;
A;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;1;1;1972;1101;55,8;1;19;1082;183;401;299;72;80;32;7;x;x;8;
P;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;1;1;1972;1101;55,8;1;1,7;98,3;16,9;37,1;27,6;6,7;7,4;3,0;0,6;x;x;0,7;
A;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;1;1;1972;1101;55,8;2;16;1085;193;335;299;150;58;26;0;2;22;x;
P;51;Bad Doberan;5115;Rostocker Heide;13051066;Rövershagen;1;1;1972;1101;55,8;2;1,5;98,5;17,8;30,9;27,6;13,8;5,3;2,4;0,0;0,2;2,0;x;
A;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;689;0,0;1;14;675;98;220;203;73;59;10;8;x;x;4;
P;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;689;0,0;1;2,0;98,0;14,5;32,6;30,1;10,8;8,7;1,5;1,2;x;x;0,6;
A;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;689;0,0;2;11;678;81;229;207;88;34;8;4;1;26;x;
P;51;Bad Doberan;5115;Rostocker Heide;13051715;Briefwahl Rostocker Heide;1;1;0;689;0,0;2;1,6;98,4;11,9;33,8;30,5;13,0;5,0;1,2;0,6;0,1;3,8;x;
A;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;320;199;62,2;1;1;198;36;57;76;13;13;2;x;x;x;1;
P;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;320;199;62,2;1;0,5;99,5;18,2;28,8;38,4;6,6;6,6;1,0;x;x;x;0,5;
A;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;320;199;62,2;2;1;198;34;54;75;17;9;2;0;0;7;x;
P;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;320;199;62,2;2;0,5;99,5;17,2;27,3;37,9;8,6;4,5;1,0;0,0;0,0;3,5;x;
A;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;394;261;66,2;1;4;257;26;70;56;17;77;9;x;x;x;2;
P;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;394;261;66,2;1;1,5;98,5;10,1;27,2;21,8;6,6;30,0;3,5;x;x;x;0,8;
A;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;394;261;66,2;2;4;257;31;88;63;26;34;8;0;2;5;x;
P;51;Bad Doberan;5118;Schwaan;13051014;Bröbberow;1;1;394;261;66,2;2;1,5;98,5;12,1;34,2;24,5;10,1;13,2;3,1;0,0;0,8;1,9;x;
A;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;317;172;54,3;1;3;169;27;62;52;14;12;1;x;x;x;1;
P;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;317;172;54,3;1;1,7;98,3;16,0;36,7;30,8;8,3;7,1;0,6;x;x;x;0,6;
A;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;317;172;54,3;2;6;166;24;70;46;12;9;2;0;1;2;x;
P;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;317;172;54,3;2;3,5;96,5;14,5;42,2;27,7;7,2;5,4;1,2;0,0;0,6;1,2;x;
A;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;257;163;63,4;1;2;161;40;55;37;14;9;5;x;x;x;1;
P;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;257;163;63,4;1;1,2;98,8;24,8;34,2;23,0;8,7;5,6;3,1;x;x;x;0,6;
A;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;257;163;63,4;2;2;161;32;52;39;15;11;6;0;0;6;x;
P;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;257;163;63,4;2;1,2;98,8;19,9;32,3;24,2;9,3;6,8;3,7;0,0;0,0;3,7;x;
A;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4452;2366;53,1;1;29;2337;432;789;725;136;154;87;x;x;x;14;
P;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4452;2366;53,1;1;1,2;98,8;18,5;33,8;31,0;5,8;6,6;3,7;x;x;x;0,6;
A;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4452;2366;53,1;2;26;2340;368;754;752;199;125;76;4;9;53;x;
P;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4452;2366;53,1;2;1,1;98,9;15,7;32,2;32,1;8,5;5,3;3,2;0,2;0,4;2,3;x;
A;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;271;160;59,0;1;2;158;23;48;64;11;10;2;x;x;x;0;
P;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;271;160;59,0;1;1,3;98,8;14,6;30,4;40,5;7,0;6,3;1,3;x;x;x;0,0;
A;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;271;160;59,0;2;1;159;21;47;64;18;5;1;0;0;3;x;
P;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;271;160;59,0;2;0,6;99,4;13,2;29,6;40,3;11,3;3,1;0,6;0,0;0,0;1,9;x;
A;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;676;397;58,7;1;5;392;79;140;105;25;32;10;x;x;x;1;
P;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;676;397;58,7;1;1,3;98,7;20,2;35,7;26,8;6,4;8,2;2,6;x;x;x;0,3;
A;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;676;397;58,7;2;5;392;50;149;107;41;29;8;0;2;6;x;
P;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;676;397;58,7;2;1,3;98,7;12,8;38,0;27,3;10,5;7,4;2,0;0,0;0,5;1,5;x;
A;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;547;0,0;1;6;541;98;175;141;49;67;6;x;x;x;5;
P;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;547;0,0;1;1,1;98,9;18,1;32,3;26,1;9,1;12,4;1,1;x;x;x;0,9;
A;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;547;0,0;2;4;543;172;114;151;53;33;8;1;0;11;x;
P;51;Bad Doberan;5118;Schwaan;13051718;Briefwahl Schwaan;1;1;0;547;0,0;2;0,7;99,3;31,7;21,0;27,8;9,8;6,1;1,5;0,2;0,0;2,0;x;
A;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3549;2383;67,1;1;30;2353;493;989;499;158;147;50;x;x;x;17;
P;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3549;2383;67,1;1;1,3;98,7;21,0;42,0;21,2;6,7;6,2;2,1;x;x;x;0,7;
A;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3549;2383;67,1;2;22;2361;404;915;526;257;172;34;1;4;48;x;
P;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3549;2383;67,1;2;0,9;99,1;17,1;38,8;22,3;10,9;7,3;1,4;0,0;0,2;2,0;x;
A;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2718;1689;62,1;1;14;1675;366;641;378;132;108;28;x;x;x;22;
P;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2718;1689;62,1;1;0,8;99,2;21,9;38,3;22,6;7,9;6,4;1,7;x;x;x;1,3;
A;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2718;1689;62,1;2;11;1678;302;605;375;207;118;23;2;3;43;x;
P;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2718;1689;62,1;2;0,7;99,3;18,0;36,1;22,3;12,3;7,0;1,4;0,1;0,2;2,6;x;
A;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2449;1516;61,9;1;21;1495;312;514;423;119;84;35;x;x;x;8;
P;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2449;1516;61,9;1;1,4;98,6;20,9;34,4;28,3;8,0;5,6;2,3;x;x;x;0,5;
A;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2449;1516;61,9;2;14;1502;247;505;430;183;78;28;0;2;29;x;
P;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2449;1516;61,9;2;0,9;99,1;16,4;33,6;28,6;12,2;5,2;1,9;0,0;0,1;1,9;x;
A;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1977;1188;60,1;1;10;1178;249;409;291;102;94;24;x;x;x;9;
P;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1977;1188;60,1;1;0,8;99,2;21,1;34,7;24,7;8,7;8,0;2,0;x;x;x;0,8;
A;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1977;1188;60,1;2;10;1178;187;396;294;150;99;25;1;0;26;x;
P;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;1977;1188;60,1;2;0,8;99,2;15,9;33,6;25,0;12,7;8,4;2,1;0,1;0,0;2,2;x;
A;51;Bad Doberan;5121;Warnow-West;13051053;Pölchow;1;1;725;469;64,7;1;6;463;93;144;122;51;35;14;x;x;x;4;
P;51;Bad Doberan;5121;Warnow-West;13051053;Pölchow;1;1;725;469;64,7;1;1,3;98,7;20,1;31,1;26,3;11,0;7,6;3,0;x;x;x;0,9;
A;51;Bad Doberan;5121;Warnow-West;13051053;Pölchow;1;1;725;469;64,7;2;5;464;65;141;125;63;42;14;0;1;13;x;
P;51;Bad Doberan;5121;Warnow-West;13051053;Pölchow;1;1;725;469;64,7;2;1,1;98,9;14,0;30,4;26,9;13,6;9,1;3,0;0,0;0,2;2,8;x;
A;51;Bad Doberan;5121;Warnow-West;13051073;Stäbelow;1;1;1189;780;65,6;1;13;767;149;278;193;83;41;18;x;x;x;5;
P;51;Bad Doberan;5121;Warnow-West;13051073;Stäbelow;1;1;1189;780;65,6;1;1,7;98,3;19,4;36,2;25,2;10,8;5,3;2,3;x;x;x;0,7;
A;51;Bad Doberan;5121;Warnow-West;13051073;Stäbelow;1;1;1189;780;65,6;2;15;765;123;230;202;124;52;13;0;2;19;x;
P;51;Bad Doberan;5121;Warnow-West;13051073;Stäbelow;1;1;1189;780;65,6;2;1,9;98,1;16,1;30,1;26,4;16,2;6,8;1,7;0,0;0,3;2,5;x;
A;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1126;735;65,3;1;19;716;121;240;209;65;57;20;x;x;x;4;
P;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1126;735;65,3;1;2,6;97,4;16,9;33,5;29,2;9,1;8,0;2,8;x;x;x;0,6;
A;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1126;735;65,3;2;14;721;104;231;194;107;49;18;2;0;16;x;
P;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1126;735;65,3;2;1,9;98,1;14,4;32,0;26,9;14,8;6,8;2,5;0,3;0,0;2,2;x;
A;51;Bad Doberan;5121;Warnow-West;13051721;Briefwahl Warnow-West;1;1;0;1695;0,0;1;12;1683;331;600;416;147;155;16;x;x;x;18;
P;51;Bad Doberan;5121;Warnow-West;13051721;Briefwahl Warnow-West;1;1;0;1695;0,0;1;0,7;99,3;19,7;35,7;24,7;8,7;9,2;1,0;x;x;x;1,1;
A;51;Bad Doberan;5121;Warnow-West;13051721;Briefwahl Warnow-West;1;1;0;1695;0,0;2;5;1690;242;656;417;158;158;19;4;1;35;x;
P;51;Bad Doberan;5121;Warnow-West;13051721;Briefwahl Warnow-West;1;1;0;1695;0,0;2;0,3;99,7;14,3;38,8;24,7;9,3;9,3;1,1;0,2;0,1;2,1;x;
A;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;625;351;56,2;1;12;339;62;114;105;23;24;3;1;x;x;7;
P;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;625;351;56,2;1;3,4;96,6;18,3;33,6;31,0;6,8;7,1;0,9;0,3;x;x;2,1;
A;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;625;351;56,2;2;11;340;57;110;101;42;20;5;0;0;5;x;
P;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;625;351;56,2;2;3,1;96,9;16,8;32,4;29,7;12,4;5,9;1,5;0,0;0,0;1,5;x;
A;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;177;104;58,8;1;1;103;21;32;32;8;2;7;1;x;x;0;
P;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;177;104;58,8;1;1,0;99,0;20,4;31,1;31,1;7,8;1,9;6,8;1,0;x;x;0,0;
A;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;177;104;58,8;2;1;103;21;33;27;9;4;5;1;0;3;x;
P;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;177;104;58,8;2;1,0;99,0;20,4;32,0;26,2;8,7;3,9;4,9;1,0;0,0;2,9;x;
A;51;Bad Doberan;5122;Tessin;13051023;Grammow;1;1;133;96;72,2;1;2;94;13;35;29;3;2;6;4;x;x;2;
P;51;Bad Doberan;5122;Tessin;13051023;Grammow;1;1;133;96;72,2;1;2,1;97,9;13,8;37,2;30,9;3,2;2,1;6,4;4,3;x;x;2,1;
A;51;Bad Doberan;5122;Tessin;13051023;Grammow;1;1;133;96;72,2;2;2;94;10;37;36;2;1;5;1;0;2;x;
P;51;Bad Doberan;5122;Tessin;13051023;Grammow;1;1;133;96;72,2;2;2,1;97,9;10,6;39,4;38,3;2,1;1,1;5,3;1,1;0,0;2,1;x;
A;51;Bad Doberan;5122;Tessin;13051050;Nustrow;1;1;134;87;64,9;1;0;87;12;31;31;2;3;6;0;x;x;2;
P;51;Bad Doberan;5122;Tessin;13051050;Nustrow;1;1;134;87;64,9;1;0,0;100,0;13,8;35,6;35,6;2,3;3,4;6,9;0,0;x;x;2,3;
A;51;Bad Doberan;5122;Tessin;13051050;Nustrow;1;1;134;87;64,9;2;0;87;9;37;27;3;3;3;1;0;4;x;
P;51;Bad Doberan;5122;Tessin;13051050;Nustrow;1;1;134;87;64,9;2;0,0;100,0;10,3;42,5;31,0;3,4;3,4;3,4;1,1;0,0;4,6;x;
A;51;Bad Doberan;5122;Tessin;13051072;Selpin;1;1;427;227;53,2;1;0;227;37;73;63;31;9;14;0;x;x;0;
P;51;Bad Doberan;5122;Tessin;13051072;Selpin;1;1;427;227;53,2;1;0,0;100,0;16,3;32,2;27,8;13,7;4,0;6,2;0,0;x;x;0,0;
A;51;Bad Doberan;5122;Tessin;13051072;Selpin;1;1;427;227;53,2;2;0;227;29;66;66;36;8;12;0;2;8;x;
P;51;Bad Doberan;5122;Tessin;13051072;Selpin;1;1;427;227;53,2;2;0,0;100,0;12,8;29,1;29,1;15,9;3,5;5,3;0,0;0,9;3,5;x;
A;51;Bad Doberan;5122;Tessin;13051076;Stubbendorf;1;1;117;90;76,9;1;1;89;22;27;22;11;5;1;0;x;x;1;
P;51;Bad Doberan;5122;Tessin;13051076;Stubbendorf;1;1;117;90;76,9;1;1,1;98,9;24,7;30,3;24,7;12,4;5,6;1,1;0,0;x;x;1,1;
A;51;Bad Doberan;5122;Tessin;13051076;Stubbendorf;1;1;117;90;76,9;2;1;89;19;24;24;13;3;3;0;1;2;x;
P;51;Bad Doberan;5122;Tessin;13051076;Stubbendorf;1;1;117;90;76,9;2;1,1;98,9;21,3;27,0;27,0;14,6;3,4;3,4;0,0;1,1;2,2;x;
A;51;Bad Doberan;5122;Tessin;13051077;Tessin, Stadt;4;4;3401;1899;55,8;1;40;1859;304;830;465;121;77;44;3;x;x;15;
P;51;Bad Doberan;5122;Tessin;13051077;Tessin, Stadt;4;4;3401;1899;55,8;1;2,1;97,9;16,4;44,6;25,0;6,5;4,1;2,4;0,2;x;x;0,8;
A;51;Bad Doberan;5122;Tessin;13051077;Tessin, Stadt;4;4;3401;1899;55,8;2;46;1853;259;753;473;206;78;45;2;1;36;x;
P;51;Bad Doberan;5122;Tessin;13051077;Tessin, Stadt;4;4;3401;1899;55,8;2;2,4;97,6;14,0;40,6;25,5;11,1;4,2;2,4;0,1;0,1;1,9;x;
A;51;Bad Doberan;5122;Tessin;13051078;Thelkow;1;1;433;233;53,8;1;10;223;36;67;67;28;18;5;1;x;x;1;
P;51;Bad Doberan;5122;Tessin;13051078;Thelkow;1;1;433;233;53,8;1;4,3;95,7;16,1;30,0;30,0;12,6;8,1;2,2;0,4;x;x;0,4;
A;51;Bad Doberan;5122;Tessin;13051078;Thelkow;1;1;433;233;53,8;2;9;224;36;64;65;31;17;4;1;1;5;x;
P;51;Bad Doberan;5122;Tessin;13051078;Thelkow;1;1;433;233;53,8;2;3,9;96,1;16,1;28,6;29,0;13,8;7,6;1,8;0,4;0,4;2,2;x;
A;51;Bad Doberan;5122;Tessin;13051084;Zarnewanz;1;1;345;194;56,2;1;5;189;45;71;41;20;6;4;1;x;x;1;
P;51;Bad Doberan;5122;Tessin;13051084;Zarnewanz;1;1;345;194;56,2;1;2,6;97,4;23,8;37,6;21,7;10,6;3,2;2,1;0,5;x;x;0,5;
A;51;Bad Doberan;5122;Tessin;13051084;Zarnewanz;1;1;345;194;56,2;2;3;191;44;62;43;31;2;4;0;0;5;x;
P;51;Bad Doberan;5122;Tessin;13051084;Zarnewanz;1;1;345;194;56,2;2;1,5;98,5;23,0;32,5;22,5;16,2;1,0;2,1;0,0;0,0;2,6;x;
A;51;Bad Doberan;5122;Tessin;13051722;Briefwahl Tessin;1;1;0;403;0,0;1;5;398;59;176;74;44;35;1;2;x;x;7;
P;51;Bad Doberan;5122;Tessin;13051722;Briefwahl Tessin;1;1;0;403;0,0;1;1,2;98,8;14,8;44,2;18,6;11,1;8,8;0,3;0,5;x;x;1,8;
A;51;Bad Doberan;5122;Tessin;13051722;Briefwahl Tessin;1;1;0;403;0,0;2;5;398;41;192;87;40;29;1;1;0;7;x;
P;51;Bad Doberan;5122;Tessin;13051722;Briefwahl Tessin;1;1;0;403;0,0;2;1,2;98,8;10,3;48,2;21,9;10,1;7,3;0,3;0,3;0,0;1,8;x;
A;52;Demmin;5202;Demmin, Hansestadt;13052018;Demmin, Hansestadt;12;12;10669;5688;53,3;1;133;5555;629;2101;1940;399;143;255;x;x;x;88;
P;52;Demmin;5202;Demmin, Hansestadt;13052018;Demmin, Hansestadt;12;12;10669;5688;53,3;1;2,3;97,7;11,3;37,8;34,9;7,2;2,6;4,6;x;x;x;1,6;
A;52;Demmin;5202;Demmin, Hansestadt;13052018;Demmin, Hansestadt;12;12;10669;5688;53,3;2;125;5563;575;2040;1897;542;142;234;14;15;104;x;
P;52;Demmin;5202;Demmin, Hansestadt;13052018;Demmin, Hansestadt;12;12;10669;5688;53,3;2;2,2;97,8;10,3;36,7;34,1;9,7;2,6;4,2;0,3;0,3;1,9;x;
A;52;Demmin;5208;Dargun, Stadt;13052017;Dargun, Stadt;9;9;4055;2450;60,4;1;49;2401;355;975;671;203;89;91;x;x;x;17;
P;52;Demmin;5208;Dargun, Stadt;13052017;Dargun, Stadt;9;9;4055;2450;60,4;1;2,0;98,0;14,8;40,6;27,9;8,5;3,7;3,8;x;x;x;0,7;
A;52;Demmin;5208;Dargun, Stadt;13052017;Dargun, Stadt;9;9;4055;2450;60,4;2;47;2403;327;979;636;233;90;89;5;5;39;x;
P;52;Demmin;5208;Dargun, Stadt;13052017;Dargun, Stadt;9;9;4055;2450;60,4;2;1,9;98,1;13,6;40,7;26,5;9,7;3,7;3,7;0,2;0,2;1,6;x;
A;52;Demmin;5216;Peenetal/Loitz;13052020;Düvier;1;1;413;239;57,9;1;6;233;21;94;75;18;7;8;x;x;x;10;
P;52;Demmin;5216;Peenetal/Loitz;13052020;Düvier;1;1;413;239;57,9;1;2,5;97,5;9,0;40,3;32,2;7,7;3,0;3,4;x;x;x;4,3;
A;52;Demmin;5216;Peenetal/Loitz;13052020;Düvier;1;1;413;239;57,9;2;9;230;26;84;70;28;9;9;0;0;4;x;
P;52;Demmin;5216;Peenetal/Loitz;13052020;Düvier;1;1;413;239;57,9;2;3,8;96,2;11,3;36,5;30,4;12,2;3,9;3,9;0,0;0,0;1,7;x;
