Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 18. September 2005;;;;;;;;;;;;;;;;;;;;;;;;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;;;;;;;;;;;;;;;;;;;;;;;;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);;;;;;;;;;;;;;;;;;;;;;;;

Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;Die Linke.;FDP;GRÜNE;NPD;GRAUE;MLPD;PBC;Einzelbewerber
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057026;Eixen;3;3;736;444;60,3;1;2;98;22,8;43,2;24,1;4,1;1,4;3,4;x;x;x;0,9
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057026;Eixen;3;3;736;444;60,3;2;11;433;96;165;107;36;10;16;2;1;0;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057026;Eixen;3;3;736;444;60,3;2;2,5;97,5;22,2;38,1;24,7;8,3;2,3;3,7;0,5;0,2;0;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057031;Grammendorf;1;1;530;314;59,2;1;15;299;50;140;86;11;6;6;x;x;x;0
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057031;Grammendorf;1;1;530;314;59,2;1;4,8;95,2;16,7;46,8;28,8;3,7;2;2;x;x;x;0
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057031;Grammendorf;1;1;530;314;59,2;2;13;301;51;127;84;20;8;7;3;1;0;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057031;Grammendorf;1;1;530;314;59,2;2;4,1;95,9;16,9;42,2;27,9;6,6;2,7;2,3;1;0,3;0;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057032;Gransebieth;1;1;537;325;60,5;1;4;321;63;161;63;11;8;14;x;x;x;1
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057032;Gransebieth;1;1;537;325;60,5;1;1,2;98,8;19,6;50,2;19,6;3,4;2,5;4,4;x;x;x;0,3
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057032;Gransebieth;1;1;537;325;60,5;2;5;320;69;131;69;23;9;16;0;2;1;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057032;Gransebieth;1;1;537;325;60,5;2;1,5;98,5;21,6;40,9;21,6;7,2;2,8;5;0;0,6;0,3;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057040;Hugoldsdorf;1;1;117;71;60,7;1;2;69;14;28;21;2;2;2;x;x;x;0
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057040;Hugoldsdorf;1;1;117;71;60,7;1;2,8;97,2;20,3;40,6;30,4;2,9;2,9;2,9;x;x;x;0
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057040;Hugoldsdorf;1;1;117;71;60,7;2;1;70;13;25;23;4;0;5;0;0;0;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057040;Hugoldsdorf;1;1;117;71;60,7;2;1,4;98,6;18,6;35,7;32,9;5,7;0;7,1;0;0;0;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057085;Tribsees, Stadt;6;6;2618;1553;59,3;1;63;1490;385;649;343;35;16;55;x;x;x;7
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057085;Tribsees, Stadt;6;6;2618;1553;59,3;1;4,1;95,9;25,8;43,6;23;2,3;1,1;3,7;x;x;x;0,5
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057085;Tribsees, Stadt;6;6;2618;1553;59,3;2;62;1491;377;561;368;86;24;44;23;3;5;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057085;Tribsees, Stadt;6;6;2618;1553;59,3;2;4;96;25,3;37,6;24,7;5,8;1,6;3;1,5;0,2;0,3;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057103;Lindholz;3;3;612;422;69;1;17;405;119;165;103;5;6;5;x;x;x;2
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057103;Lindholz;3;3;612;422;69;1;4;96;29,4;40,7;25,4;1,2;1,5;1,2;x;x;x;0,5
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057103;Lindholz;3;3;612;422;69;2;16;406;112;136;110;19;11;11;4;1;2;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057103;Lindholz;3;3;612;422;69;2;3,8;96,2;27,6;33,5;27,1;4,7;2,7;2,7;1;0,2;0,5;x
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057724;Briefwahl Recknitz-Trebeltal;1;1;0;461;0;1;0;461;126;199;110;12;8;5;x;x;x;1
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057724;Briefwahl Recknitz-Trebeltal;1;1;0;461;0;1;0;100;27,3;43,2;23,9;2,6;1,7;1,1;x;x;x;0,2
A;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057724;Briefwahl Recknitz-Trebeltal;1;1;0;461;0;2;0;461;125;175;110;27;10;5;6;0;3;x
P;57;Nordvorpommern;5724;Recknitz-Trebeltal;13057724;Briefwahl Recknitz-Trebeltal;1;1;0;461;0;2;0;100;27,1;38;23,9;5,9;2,2;1,1;1,3;0;0,7;x
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057074;Ribnitz-Damgarten, Stadt;20;20;13958;9891;70,9;1;227;9664;3131;3429;2277;290;215;293;x;x;x;29
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057074;Ribnitz-Damgarten, Stadt;20;20;13958;9891;70,9;1;2,3;97,7;32,4;35,5;23,6;3;2,2;3;x;x;x;0,3
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057074;Ribnitz-Damgarten, Stadt;20;20;13958;9891;70,9;2;217;9674;3196;2914;2228;581;335;279;94;19;28;x
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057074;Ribnitz-Damgarten, Stadt;20;20;13958;9891;70,9;2;2,2;97,8;33;30,1;23;6;3,5;2,9;1;0,2;0,3;x
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057077;Schlemmin;1;1;277;203;73,3;1;5;198;50;84;44;5;7;8;x;x;x;0
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057077;Schlemmin;1;1;277;203;73,3;1;2,5;97,5;25,3;42,4;22,2;2,5;3,5;4;x;x;x;0
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057077;Schlemmin;1;1;277;203;73,3;2;6;197;48;77;42;10;6;8;2;4;0;x
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057077;Schlemmin;1;1;277;203;73,3;2;3;97;24,4;39,1;21,3;5,1;3;4,1;1;2;0;x
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057079;Semlow;1;1;718;417;58,1;1;6;411;83;153;135;13;6;21;x;x;x;0
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057079;Semlow;1;1;718;417;58,1;1;1,4;98,6;20,2;37,2;32,8;3,2;1,5;5,1;x;x;x;0
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057079;Semlow;1;1;718;417;58,1;2;3;414;96;133;134;23;6;19;3;0;0;x
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057079;Semlow;1;1;718;417;58,1;2;0,7;99,3;23,2;32,1;32,4;5,6;1,4;4,6;0,7;0;0;x
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057102;Ahrenshagen-Daskow;4;4;1860;1249;67,2;1;24;1225;323;510;285;34;16;52;x;x;x;5
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057102;Ahrenshagen-Daskow;4;4;1860;1249;67,2;1;1,9;98,1;26,4;41,6;23,3;2,8;1,3;4,2;x;x;x;0,4
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057102;Ahrenshagen-Daskow;4;4;1860;1249;67,2;2;25;1224;309;443;302;76;22;58;9;2;3;x
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057102;Ahrenshagen-Daskow;4;4;1860;1249;67,2;2;2;98;25,2;36,2;24,7;6,2;1,8;4,7;0,7;0,2;0,2;x
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057725;Briefwahl Ribnitz-Damgarten;1;1;0;96;0;1;3;93;36;37;18;1;0;0;x;x;x;1
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057725;Briefwahl Ribnitz-Damgarten;1;1;0;96;0;1;3,1;96,9;38,7;39,8;19,4;1,1;0;0;x;x;x;1,1
A;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057725;Briefwahl Ribnitz-Damgarten;1;1;0;96;0;2;3;93;33;29;21;6;2;1;0;1;0;x
P;57;Nordvorpommern;5725;Ribnitz-Damgarten;13057725;Briefwahl Ribnitz-Damgarten;1;1;0;96;0;2;3,1;96,9;35,5;31,2;22,6;6,5;2,2;1,1;0;1,1;0;x
A;57;Nordvorpommern;5726;Barth;13057008;Bartelshagen II b. Barth;1;1;381;271;71,1;1;3;268;62;144;37;8;4;12;x;x;x;1
P;57;Nordvorpommern;5726;Barth;13057008;Bartelshagen II b. Barth;1;1;381;271;71,1;1;1,1;98,9;23,1;53,7;13,8;3;1,5;4,5;x;x;x;0,4
A;57;Nordvorpommern;5726;Barth;13057008;Bartelshagen II b. Barth;1;1;381;271;71,1;2;5;266;62;122;38;16;10;17;0;0;1;x
P;57;Nordvorpommern;5726;Barth;13057008;Bartelshagen II b. Barth;1;1;381;271;71,1;2;1,8;98,2;23,3;45,9;14,3;6;3,8;6,4;0;0;0,4;x
A;57;Nordvorpommern;5726;Barth;13057009;Barth, Stadt;11;11;7775;4890;62,9;1;81;4809;1445;1683;1195;183;99;190;x;x;x;14
P;57;Nordvorpommern;5726;Barth;13057009;Barth, Stadt;11;11;7775;4890;62,9;1;1,7;98,3;30;35;24,8;3,8;2,1;4;x;x;x;0,3
A;57;Nordvorpommern;5726;Barth;13057009;Barth, Stadt;11;11;7775;4890;62,9;2;75;4815;1417;1434;1222;372;132;189;33;3;13;x
P;57;Nordvorpommern;5726;Barth;13057009;Barth, Stadt;11;11;7775;4890;62,9;2;1,5;98,5;29,4;29,8;25,4;7,7;2,7;3,9;0,7;0,1;0,3;x
A;57;Nordvorpommern;5726;Barth;13057029;Fuhlendorf;1;1;771;505;65,5;1;19;486;129;223;97;10;10;13;x;x;x;4
P;57;Nordvorpommern;5726;Barth;13057029;Fuhlendorf;1;1;771;505;65,5;1;3,8;96,2;26,5;45,9;20;2,1;2,1;2,7;x;x;x;0,8
A;57;Nordvorpommern;5726;Barth;13057029;Fuhlendorf;1;1;771;505;65,5;2;20;485;121;182;111;35;14;14;7;0;1;x
P;57;Nordvorpommern;5726;Barth;13057029;Fuhlendorf;1;1;771;505;65,5;2;4;96;24,9;37,5;22,9;7,2;2,9;2,9;1,4;0;0,2;x
A;57;Nordvorpommern;5726;Barth;13057043;Karnin;1;1;233;173;74,2;1;2;171;50;73;31;8;4;5;x;x;x;0
P;57;Nordvorpommern;5726;Barth;13057043;Karnin;1;1;233;173;74,2;1;1,2;98,8;29,2;42,7;18,1;4,7;2,3;2,9;x;x;x;0
A;57;Nordvorpommern;5726;Barth;13057043;Karnin;1;1;233;173;74,2;2;2;171;46;62;30;20;7;5;0;1;0;x
P;57;Nordvorpommern;5726;Barth;13057043;Karnin;1;1;233;173;74,2;2;1,2;98,8;26,9;36,3;17,5;11,7;4,1;2,9;0;0,6;0;x
A;57;Nordvorpommern;5726;Barth;13057054;Löbnitz;1;1;619;430;69,5;1;12;418;94;172;113;11;5;23;x;x;x;0
P;57;Nordvorpommern;5726;Barth;13057054;Löbnitz;1;1;619;430;69,5;1;2,8;97,2;22,5;41,1;27;2,6;1,2;5,5;x;x;x;0
A;57;Nordvorpommern;5726;Barth;13057054;Löbnitz;1;1;619;430;69,5;2;13;417;96;160;112;22;5;20;1;0;1;x
P;57;Nordvorpommern;5726;Barth;13057054;Löbnitz;1;1;619;430;69,5;2;3;97;23;38,4;26,9;5,3;1,2;4,8;0,2;0;0,2;x
A;57;Nordvorpommern;5726;Barth;13057055;Lüdershagen;1;1;472;309;65,5;1;2;307;66;129;75;15;4;15;x;x;x;3
P;57;Nordvorpommern;5726;Barth;13057055;Lüdershagen;1;1;472;309;65,5;1;0,6;99,4;21,5;42;24,4;4,9;1,3;4,9;x;x;x;1
A;57;Nordvorpommern;5726;Barth;13057055;Lüdershagen;1;1;472;309;65,5;2;5;304;65;115;79;18;8;15;1;2;1;x
P;57;Nordvorpommern;5726;Barth;13057055;Lüdershagen;1;1;472;309;65,5;2;1,6;98,4;21,4;37,8;26;5,9;2,6;4,9;0,3;0,7;0,3;x
A;57;Nordvorpommern;5726;Barth;13057070;Pruchten;2;2;593;382;64,4;1;6;376;103;157;87;14;4;10;x;x;x;1
P;57;Nordvorpommern;5726;Barth;13057070;Pruchten;2;2;593;382;64,4;1;1,6;98,4;27,4;41,8;23,1;3,7;1,1;2,7;x;x;x;0,3
A;57;Nordvorpommern;5726;Barth;13057070;Pruchten;2;2;593;382;64,4;2;5;377;102;126;89;39;7;11;1;1;1;x
P;57;Nordvorpommern;5726;Barth;13057070;Pruchten;2;2;593;382;64,4;2;1,3;98,7;27,1;33,4;23,6;10,3;1,9;2,9;0,3;0,3;0,3;x
A;57;Nordvorpommern;5726;Barth;13057076;Saal;1;1;1125;661;58,8;1;18;643;179;218;181;21;19;25;x;x;x;0
P;57;Nordvorpommern;5726;Barth;13057076;Saal;1;1;1125;661;58,8;1;2,7;97,3;27,8;33,9;28,1;3,3;3;3,9;x;x;x;0
A;57;Nordvorpommern;5726;Barth;13057076;Saal;1;1;1125;661;58,8;2;21;640;171;189;180;32;32;26;5;4;1;x
P;57;Nordvorpommern;5726;Barth;13057076;Saal;1;1;1125;661;58,8;2;3,2;96,8;26,7;29,5;28,1;5;5;4,1;0,8;0,6;0,2;x
A;57;Nordvorpommern;5726;Barth;13057086;Trinwillershagen;2;2;1126;669;59,4;1;9;660;166;256;195;15;7;21;x;x;x;0
P;57;Nordvorpommern;5726;Barth;13057086;Trinwillershagen;2;2;1126;669;59,4;1;1,3;98,7;25,2;38,8;29,5;2,3;1,1;3,2;x;x;x;0
A;57;Nordvorpommern;5726;Barth;13057086;Trinwillershagen;2;2;1126;669;59,4;2;12;657;160;227;192;34;18;22;1;1;2;x
P;57;Nordvorpommern;5726;Barth;13057086;Trinwillershagen;2;2;1126;669;59,4;2;1,8;98,2;24,4;34,6;29,2;5,2;2,7;3,3;0,2;0,2;0,3;x
A;57;Nordvorpommern;5726;Barth;13057098;Divitz-Spoldershagen;2;2;391;244;62,4;1;5;239;59;92;71;12;3;2;x;x;x;0
P;57;Nordvorpommern;5726;Barth;13057098;Divitz-Spoldershagen;2;2;391;244;62,4;1;2;98;24,7;38,5;29,7;5;1,3;0,8;x;x;x;0
A;57;Nordvorpommern;5726;Barth;13057098;Divitz-Spoldershagen;2;2;391;244;62,4;2;5;239;57;81;78;15;2;4;1;1;0;x
P;57;Nordvorpommern;5726;Barth;13057098;Divitz-Spoldershagen;2;2;391;244;62,4;2;2;98;23,8;33,9;32,6;6,3;0,8;1,7;0,4;0,4;0;x
A;57;Nordvorpommern;5726;Barth;13057101;Kenz-Küstrow;2;2;456;342;75;1;10;332;67;134;93;11;6;18;x;x;x;3
P;57;Nordvorpommern;5726;Barth;13057101;Kenz-Küstrow;2;2;456;342;75;1;2,9;97,1;20,2;40,4;28;3,3;1,8;5,4;x;x;x;0,9
A;57;Nordvorpommern;5726;Barth;13057101;Kenz-Küstrow;2;2;456;342;75;2;11;331;74;116;92;23;8;15;3;0;0;x
P;57;Nordvorpommern;5726;Barth;13057101;Kenz-Küstrow;2;2;456;342;75;2;3,2;96,8;22,4;35;27,8;6,9;2,4;4,5;0,9;0;0;x
A;57;Nordvorpommern;5726;Barth;13057726;Briefwahl Barth;1;1;0;338;0;1;3;335;108;107;92;5;13;5;x;x;x;5
P;57;Nordvorpommern;5726;Barth;13057726;Briefwahl Barth;1;1;0;338;0;1;0,9;99,1;32,2;31,9;27,5;1,5;3,9;1,5;x;x;x;1,5
A;57;Nordvorpommern;5726;Barth;13057726;Briefwahl Barth;1;1;0;338;0;2;3;335;91;107;94;14;16;8;2;3;0;x
P;57;Nordvorpommern;5726;Barth;13057726;Briefwahl Barth;1;1;0;338;0;2;0,9;99,1;27,2;31,9;28,1;4,2;4,8;2,4;0,6;0,9;0;x
A;58;Nordwestmecklenburg;5801;Briefwahl Nordwestmecklenburg;13058014;Boltenhagen;5;5;2077;1529;73,6;1;27;1502;584;424;337;70;44;43;x;x;x;x
P;58;Nordwestmecklenburg;5801;Briefwahl Nordwestmecklenburg;13058014;Boltenhagen;5;5;2077;1529;73,6;1;1,8;98,2;38,9;28,2;22,4;4,7;2,9;2,9;x;x;x;x
A;58;Nordwestmecklenburg;5801;Briefwahl Nordwestmecklenburg;13058014;Boltenhagen;5;5;2077;1529;73,6;2;22;1507;547;430;312;91;68;48;5;4;2;x
P;58;Nordwestmecklenburg;5801;Briefwahl Nordwestmecklenburg;13058014;Boltenhagen;5;5;2077;1529;73,6;2;1,4;98,6;36,3;28,5;20,7;6;4,5;3,2;0,3;0,3;0,1;x
A;58;Nordwestmecklenburg;5803;Grevesmühlen, Stadt;13058034;Grevesmühlen, Stadt;9;9;9361;6339;67,7;1;85;6254;2596;1699;1408;220;147;184;x;x;x;x
P;58;Nordwestmecklenburg;5803;Grevesmühlen, Stadt;13058034;Grevesmühlen, Stadt;9;9;9361;6339;67,7;1;1,3;98,7;41,5;27,2;22,5;3,5;2,4;2,9;x;x;x;x
A;58;Nordwestmecklenburg;5803;Grevesmühlen, Stadt;13058034;Grevesmühlen, Stadt;9;9;9361;6339;67,7;2;79;6260;2511;1687;1363;290;191;168;33;10;7;x
P;58;Nordwestmecklenburg;5803;Grevesmühlen, Stadt;13058034;Grevesmühlen, Stadt;9;9;9361;6339;67,7;2;1,2;98,8;40,1;26,9;21,8;4,6;3,1;2,7;0,5;0,2;0,1;x
A;58;Nordwestmecklenburg;5804;Insel Poel;13058050;Insel Poel;3;3;2394;1708;71,3;1;36;1672;620;524;304;105;48;71;x;x;x;x
P;58;Nordwestmecklenburg;5804;Insel Poel;13058050;Insel Poel;3;3;2394;1708;71,3;1;2,1;97,9;37,1;31,3;18,2;6,3;2,9;4,2;x;x;x;x
A;58;Nordwestmecklenburg;5804;Insel Poel;13058050;Insel Poel;3;3;2394;1708;71,3;2;30;1678;610;513;302;104;74;64;5;2;4;x
P;58;Nordwestmecklenburg;5804;Insel Poel;13058050;Insel Poel;3;3;2394;1708;71,3;2;1,8;98,2;36,4;30,6;18;6,2;4,4;3,8;0,3;0,1;0,2;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058008;Bernstorf;1;1;278;166;59,7;1;9;157;43;48;37;8;10;11;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058008;Bernstorf;1;1;278;166;59,7;1;5,4;94,6;27,4;30,6;23,6;5,1;6,4;7;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058008;Bernstorf;1;1;278;166;59,7;2;7;159;44;49;38;7;11;9;0;1;0;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058008;Bernstorf;1;1;278;166;59,7;2;4,2;95,8;27,7;30,8;23,9;4,4;6,9;5,7;0;0,6;0;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058015;Börzow;2;2;606;454;74,9;1;7;447;176;165;70;16;12;8;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058015;Börzow;2;2;606;454;74,9;1;1,5;98,5;39,4;36,9;15,7;3,6;2,7;1,8;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058015;Börzow;2;2;606;454;74,9;2;6;448;162;158;70;22;17;10;6;0;3;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058015;Börzow;2;2;606;454;74,9;2;1,3;98,7;36,2;35,3;15,6;4,9;3,8;2,2;1,3;0;0,7;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058029;Gägelow;2;2;2199;1478;67,2;1;22;1456;516;422;335;104;35;44;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058029;Gägelow;2;2;2199;1478;67,2;1;1,5;98,5;35,4;29;23;7,1;2,4;3;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058029;Gägelow;2;2;2199;1478;67,2;2;20;1458;492;416;351;91;57;43;5;3;0;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058029;Gägelow;2;2;2199;1478;67,2;2;1,4;98,6;33,7;28,5;24,1;6,2;3,9;2,9;0,3;0,2;0;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058045;Hanshagen;1;1;331;204;61,6;1;3;201;65;69;37;14;10;6;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058045;Hanshagen;1;1;331;204;61,6;1;1,5;98,5;32,3;34,3;18,4;7;5;3;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058045;Hanshagen;1;1;331;204;61,6;2;2;202;62;68;38;17;8;7;1;1;0;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058045;Hanshagen;1;1;331;204;61,6;2;1;99;30,7;33,7;18,8;8,4;4;3,5;0,5;0,5;0;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058067;Mallentin;1;1;633;413;65,2;1;2;411;139;112;113;20;7;20;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058067;Mallentin;1;1;633;413;65,2;1;0,5;99,5;33,8;27,3;27,5;4,9;1,7;4,9;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058067;Mallentin;1;1;633;413;65,2;2;1;412;140;104;116;25;10;14;0;2;1;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058067;Mallentin;1;1;633;413;65,2;2;0,2;99,8;34;25,2;28,2;6,1;2,4;3,4;0;0,5;0,2;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058081;Plüschow;1;1;417;269;64,5;1;2;267;95;79;73;11;6;3;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058081;Plüschow;1;1;417;269;64,5;1;0,7;99,3;35,6;29,6;27,3;4,1;2,2;1,1;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058081;Plüschow;1;1;417;269;64,5;2;1;268;90;67;70;11;17;2;2;0;9;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058081;Plüschow;1;1;417;269;64,5;2;0,4;99,6;33,6;25;26,1;4,1;6,3;0,7;0,7;0;3,4;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058089;Roggenstorf;1;1;399;253;63,4;1;4;249;87;93;44;10;9;6;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058089;Roggenstorf;1;1;399;253;63,4;1;1,6;98,4;34,9;37,3;17,7;4;3,6;2,4;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058089;Roggenstorf;1;1;399;253;63,4;2;8;245;82;79;45;16;16;4;0;1;2;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058089;Roggenstorf;1;1;399;253;63,4;2;3,2;96,8;33,5;32,2;18,4;6,5;6,5;1,6;0;0,4;0,8;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058091;Rüting;1;1;488;338;69,3;1;3;335;137;114;56;13;7;8;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058091;Rüting;1;1;488;338;69,3;1;0,9;99,1;40,9;34;16,7;3,9;2,1;2,4;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058091;Rüting;1;1;488;338;69,3;2;5;333;126;118;53;16;9;9;0;1;1;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058091;Rüting;1;1;488;338;69,3;2;1,5;98,5;37,8;35,4;15,9;4,8;2,7;2,7;0;0,3;0,3;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058098;Testorf-Steinfort;1;1;542;334;61,6;1;4;330;111;99;80;9;14;17;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058098;Testorf-Steinfort;1;1;542;334;61,6;1;1,2;98,8;33,6;30;24,2;2,7;4,2;5,2;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058098;Testorf-Steinfort;1;1;542;334;61,6;2;5;329;106;87;82;17;16;18;1;2;0;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058098;Testorf-Steinfort;1;1;542;334;61,6;2;1,5;98,5;32,2;26,4;24,9;5,2;4,9;5,5;0,3;0,6;0;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058100;Upahl;1;1;609;388;63,7;1;9;379;127;123;86;18;8;17;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058100;Upahl;1;1;609;388;63,7;1;2,3;97,7;33,5;32,5;22,7;4,7;2,1;4,5;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058100;Upahl;1;1;609;388;63,7;2;9;379;127;114;87;24;7;14;4;2;0;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058100;Upahl;1;1;609;388;63,7;2;2,3;97,7;33,5;30,1;23;6,3;1,8;3,7;1,1;0,5;0;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058106;Warnow;1;1;530;357;67,4;1;10;347;127;124;56;17;14;9;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058106;Warnow;1;1;530;357;67,4;1;2,8;97,2;36,6;35,7;16,1;4,9;4;2,6;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058106;Warnow;1;1;530;357;67,4;2;8;349;114;103;59;34;28;10;1;0;0;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058106;Warnow;1;1;530;357;67,4;2;2,2;97,8;32,7;29,5;16,9;9,7;8;2,9;0,3;0;0;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058715;Briefwahl Grevesmühlen-Land;1;1;0;349;0;1;5;344;126;119;67;14;12;6;x;x;x;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058715;Briefwahl Grevesmühlen-Land;1;1;0;349;0;1;1,4;98,6;36,6;34,6;19,5;4,1;3,5;1,7;x;x;x;x
A;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058715;Briefwahl Grevesmühlen-Land;1;1;0;349;0;2;1;348;114;111;68;22;23;7;2;0;1;x
P;58;Nordwestmecklenburg;5815;Grevesmühlen-Land;13058715;Briefwahl Grevesmühlen-Land;1;1;0;349;0;2;0,3;99,7;32,8;31,9;19,5;6,3;6,6;2;0,6;0;0,3;x
A;58;Nordwestmecklenburg;5816;Klützer Winkel;13058021;Damshagen;1;1;736;513;69,7;1;2;511;195;137;115;21;25;18;x;x;x;x
