Wahl zum Bundestag der Bundesrepublik Deutschland in Mecklenburg-Vorpommern am 22. September 2002;;;;;;;;;;;;;;;;;;;;;;;
Endgültiges Ergebnis der Gemeinden - Stimmenanzahl der Parteien;;;;;;;;;;;;;;;;;;;;;;;
In den amtsangehörigen Gemeinden ohne Briefwahlergebnisse. Diese werden auf Amtsebene festgestellt. Bsp. 13051711: Briefwahlergebnis der Gemeinden des Amtes Bad Doberan-Land (Amt 5111);;;;;;;;;;;;;;;;;;;;;;;
Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;Erst-/Zweitstimme;ungueltige Stimmen;gueltige Stimmen;SPD;CDU;PDS;GRÜNE;FDP;NPD;REP;Schill;Einzelbewerber
A;60;Parchim;6014;Eldetal;13060092;Zölkow;1;1;550;379;68,9;2;8;371;175;118;44;7;17;3;0;7;x
P;60;Parchim;6014;Eldetal;13060092;Zölkow;1;1;550;379;68,9;2;2,1;97,9;47,2;31,8;11,9;1,9;4,6;0,8;0;1,9;x
A;60;Parchim;6014;Eldetal;13060714;Briefwahl Eldetal;1;1;0;194;0;1;0;194;77;68;35;8;6;x;x;x;x
P;60;Parchim;6014;Eldetal;13060714;Briefwahl Eldetal;1;1;0;194;0;1;0;100;39,7;35,1;18;4,1;3,1;x;x;x;x
A;60;Parchim;6014;Eldetal;13060714;Briefwahl Eldetal;1;1;0;194;0;2;0;194;83;65;24;12;8;0;0;2;x
P;60;Parchim;6014;Eldetal;13060714;Briefwahl Eldetal;1;1;0;194;0;2;0;100;42,8;33,5;12,4;6,2;4,1;0;0;1;x
A;60;Parchim;6015;Marnitz;13060051;Marnitz;1;1;686;427;62,2;1;10;417;178;165;54;9;11;x;x;x;x
P;60;Parchim;6015;Marnitz;13060051;Marnitz;1;1;686;427;62,2;1;2,3;97,7;42,7;39,6;12,9;2,2;2,6;x;x;x;x
A;60;Parchim;6015;Marnitz;13060051;Marnitz;1;1;686;427;62,2;2;6;421;169;168;48;8;21;0;0;7;x
P;60;Parchim;6015;Marnitz;13060051;Marnitz;1;1;686;427;62,2;2;1,4;98,6;40,1;39,9;11,4;1,9;5;0;0;1,7;x
A;60;Parchim;6015;Marnitz;13060071;Siggelkow;3;3;866;585;67,6;1;14;571;272;172;77;11;39;x;x;x;x
P;60;Parchim;6015;Marnitz;13060071;Siggelkow;3;3;866;585;67,6;1;2,4;97,6;47,6;30,1;13,5;1,9;6,8;x;x;x;x
A;60;Parchim;6015;Marnitz;13060071;Siggelkow;3;3;866;585;67,6;2;12;573;261;159;81;13;39;4;2;14;x
P;60;Parchim;6015;Marnitz;13060071;Siggelkow;3;3;866;585;67,6;2;2,1;97,9;45,5;27,7;14,1;2,3;6,8;0,7;0,3;2,4;x
A;60;Parchim;6015;Marnitz;13060076;Suckow;1;1;523;347;66,3;1;13;334;135;118;59;9;13;x;x;x;x
P;60;Parchim;6015;Marnitz;13060076;Suckow;1;1;523;347;66,3;1;3,7;96,3;40,4;35,3;17,7;2,7;3,9;x;x;x;x
A;60;Parchim;6015;Marnitz;13060076;Suckow;1;1;523;347;66,3;2;11;336;128;111;56;7;21;4;0;9;x
P;60;Parchim;6015;Marnitz;13060076;Suckow;1;1;523;347;66,3;2;3,2;96,8;38,1;33;16,7;2,1;6,3;1,2;0;2,7;x
A;60;Parchim;6015;Marnitz;13060079;Tessenow;1;1;588;389;66,2;1;8;381;159;126;54;16;26;x;x;x;x
P;60;Parchim;6015;Marnitz;13060079;Tessenow;1;1;588;389;66,2;1;2,1;97,9;41,7;33,1;14,2;4,2;6,8;x;x;x;x
A;60;Parchim;6015;Marnitz;13060079;Tessenow;1;1;588;389;66,2;2;8;381;155;125;54;10;22;6;1;8;x
P;60;Parchim;6015;Marnitz;13060079;Tessenow;1;1;588;389;66,2;2;2,1;97,9;40,7;32,8;14,2;2,6;5,8;1,6;0,3;2,1;x
A;60;Parchim;6015;Marnitz;13060715;Briefwahl Marnitz;1;1;0;165;0;1;1;164;50;86;18;2;8;x;x;x;x
P;60;Parchim;6015;Marnitz;13060715;Briefwahl Marnitz;1;1;0;165;0;1;0,6;99,4;30,5;52,4;11;1,2;4,9;x;x;x;x
A;60;Parchim;6015;Marnitz;13060715;Briefwahl Marnitz;1;1;0;165;0;2;1;164;52;88;13;2;8;0;0;1;x
P;60;Parchim;6015;Marnitz;13060715;Briefwahl Marnitz;1;1;0;165;0;2;0,6;99,4;31,7;53,7;7,9;1,2;4,9;0;0;0,6;x
A;60;Parchim;6016;Mildenitz;13060014;Diestelow;1;1;453;291;64,2;1;17;274;130;92;39;4;9;x;x;x;x
P;60;Parchim;6016;Mildenitz;13060014;Diestelow;1;1;453;291;64,2;1;5,8;94,2;47,4;33,6;14,2;1,5;3,3;x;x;x;x
A;60;Parchim;6016;Mildenitz;13060014;Diestelow;1;1;453;291;64,2;2;11;280;126;93;38;5;10;1;3;4;x
P;60;Parchim;6016;Mildenitz;13060014;Diestelow;1;1;453;291;64,2;2;3,8;96,2;45;33,2;13,6;1,8;3,6;0,4;1,1;1,4;x
A;60;Parchim;6016;Mildenitz;13060015;Dobbertin;1;1;1179;556;47,2;1;10;546;270;141;100;11;24;x;x;x;x
P;60;Parchim;6016;Mildenitz;13060015;Dobbertin;1;1;1179;556;47,2;1;1,8;98,2;49,5;25,8;18,3;2;4,4;x;x;x;x
A;60;Parchim;6016;Mildenitz;13060015;Dobbertin;1;1;1179;556;47,2;2;7;549;263;139;89;19;33;1;0;5;x
P;60;Parchim;6016;Mildenitz;13060015;Dobbertin;1;1;1179;556;47,2;2;1,3;98,7;47,9;25,3;16,2;3,5;6;0,2;0;0,9;x
A;60;Parchim;6016;Mildenitz;13060047;Langenhagen;1;1;135;98;72,6;1;1;97;47;26;19;3;2;x;x;x;x
P;60;Parchim;6016;Mildenitz;13060047;Langenhagen;1;1;135;98;72,6;1;1;99;48,5;26,8;19,6;3,1;2,1;x;x;x;x
A;60;Parchim;6016;Mildenitz;13060047;Langenhagen;1;1;135;98;72,6;2;1;97;45;25;19;3;1;1;0;3;x
P;60;Parchim;6016;Mildenitz;13060047;Langenhagen;1;1;135;98;72,6;2;1;99;46,4;25,8;19,6;3,1;1;1;0;3,1;x
A;60;Parchim;6016;Mildenitz;13060053;Mestlin;1;1;837;515;61,5;1;13;502;270;112;80;23;17;x;x;x;x
P;60;Parchim;6016;Mildenitz;13060053;Mestlin;1;1;837;515;61,5;1;2,5;97,5;53,8;22,3;15,9;4,6;3,4;x;x;x;x
A;60;Parchim;6016;Mildenitz;13060053;Mestlin;1;1;837;515;61,5;2;18;497;259;115;75;18;20;3;0;7;x
P;60;Parchim;6016;Mildenitz;13060053;Mestlin;1;1;837;515;61,5;2;3,5;96,5;52,1;23,1;15,1;3,6;4;0,6;0;1,4;x
A;60;Parchim;6016;Mildenitz;13060055;Neu Poserin;1;1;517;323;62,5;1;8;315;152;92;53;5;13;x;x;x;x
P;60;Parchim;6016;Mildenitz;13060055;Neu Poserin;1;1;517;323;62,5;1;2,5;97,5;48,3;29,2;16,8;1,6;4,1;x;x;x;x
A;60;Parchim;6016;Mildenitz;13060055;Neu Poserin;1;1;517;323;62,5;2;8;315;144;92;53;7;14;1;1;3;x
P;60;Parchim;6016;Mildenitz;13060055;Neu Poserin;1;1;517;323;62,5;2;2,5;97,5;45,7;29,2;16,8;2,2;4,4;0,3;0,3;1;x
A;60;Parchim;6016;Mildenitz;13060078;Techentin;1;1;517;320;61,9;1;12;308;124;92;67;10;15;x;x;x;x
P;60;Parchim;6016;Mildenitz;13060078;Techentin;1;1;517;320;61,9;1;3,8;96,3;40,3;29,9;21,8;3,2;4,9;x;x;x;x
A;60;Parchim;6016;Mildenitz;13060078;Techentin;1;1;517;320;61,9;2;7;313;116;98;66;10;16;1;1;5;x
P;60;Parchim;6016;Mildenitz;13060078;Techentin;1;1;517;320;61,9;2;2,2;97,8;37,1;31,3;21,1;3,2;5,1;0,3;0,3;1,6;x
A;60;Parchim;6016;Mildenitz;13060084;Wendisch Waren;1;1;333;218;65,5;1;6;212;69;88;33;5;17;x;x;x;x
P;60;Parchim;6016;Mildenitz;13060084;Wendisch Waren;1;1;333;218;65,5;1;2,8;97,2;32,5;41,5;15,6;2,4;8;x;x;x;x
A;60;Parchim;6016;Mildenitz;13060084;Wendisch Waren;1;1;333;218;65,5;2;4;214;65;92;32;4;20;0;0;1;x
P;60;Parchim;6016;Mildenitz;13060084;Wendisch Waren;1;1;333;218;65,5;2;1,8;98,2;30,4;43;15;1,9;9,3;0;0;0,5;x
A;60;Parchim;6016;Mildenitz;13060716;Briefwahl Mildenitz;1;1;0;185;0;1;1;184;77;58;35;5;9;x;x;x;x
P;60;Parchim;6016;Mildenitz;13060716;Briefwahl Mildenitz;1;1;0;185;0;1;0,5;99,5;41,8;31,5;19;2,7;4,9;x;x;x;x
A;60;Parchim;6016;Mildenitz;13060716;Briefwahl Mildenitz;1;1;0;185;0;2;2;183;70;57;34;8;11;0;0;3;x
P;60;Parchim;6016;Mildenitz;13060716;Briefwahl Mildenitz;1;1;0;185;0;2;1,1;98,9;38,3;31,1;18,6;4,4;6;0;0;1,6;x
A;60;Parchim;6017;Ostufer Schweriner See;13060009;Cambs;2;2;537;372;69,3;1;17;355;177;110;44;14;10;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060009;Cambs;2;2;537;372;69,3;1;4,6;95,4;49,9;31;12,4;3,9;2,8;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060009;Cambs;2;2;537;372;69,3;2;7;365;164;119;49;18;12;0;0;3;x
P;60;Parchim;6017;Ostufer Schweriner See;13060009;Cambs;2;2;537;372;69,3;2;1,9;98,1;44,9;32,6;13,4;4,9;3,3;0;0;0,8;x
A;60;Parchim;6017;Ostufer Schweriner See;13060022;Gneven;1;1;343;262;76,4;1;6;256;112;78;40;8;18;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060022;Gneven;1;1;343;262;76,4;1;2,3;97,7;43,8;30,5;15,6;3,1;7;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060022;Gneven;1;1;343;262;76,4;2;4;258;109;72;39;12;22;0;0;4;x
P;60;Parchim;6017;Ostufer Schweriner See;13060022;Gneven;1;1;343;262;76,4;2;1,5;98,5;42,2;27,9;15,1;4,7;8,5;0;0;1,6;x
A;60;Parchim;6017;Ostufer Schweriner See;13060024;Godern;1;1;293;205;70;1;4;201;89;65;24;12;11;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060024;Godern;1;1;293;205;70;1;2;98;44,3;32,3;11,9;6;5,5;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060024;Godern;1;1;293;205;70;2;3;202;86;53;22;11;24;0;0;6;x
P;60;Parchim;6017;Ostufer Schweriner See;13060024;Godern;1;1;293;205;70;2;1,5;98,5;42,6;26,2;10,9;5,4;11,9;0;0;3;x
A;60;Parchim;6017;Ostufer Schweriner See;13060045;Langen Brütz;1;1;475;315;66,3;1;12;303;134;79;61;13;16;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060045;Langen Brütz;1;1;475;315;66,3;1;3,8;96,2;44,2;26,1;20,1;4,3;5,3;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060045;Langen Brütz;1;1;475;315;66,3;2;7;308;126;79;58;20;20;1;2;2;x
P;60;Parchim;6017;Ostufer Schweriner See;13060045;Langen Brütz;1;1;475;315;66,3;2;2,2;97,8;40,9;25,6;18,8;6,5;6,5;0,3;0,6;0,6;x
A;60;Parchim;6017;Ostufer Schweriner See;13060048;Leezen;4;4;1733;1083;62,5;1;25;1058;489;333;152;24;60;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060048;Leezen;4;4;1733;1083;62,5;1;2,3;97,7;46,2;31,5;14,4;2,3;5,7;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060048;Leezen;4;4;1733;1083;62,5;2;20;1063;454;309;144;43;82;2;3;26;x
P;60;Parchim;6017;Ostufer Schweriner See;13060048;Leezen;4;4;1733;1083;62,5;2;1,8;98,2;42,7;29,1;13,5;4;7,7;0,2;0,3;2,4;x
A;60;Parchim;6017;Ostufer Schweriner See;13060059;Pinnow;2;2;1453;1080;74,3;1;18;1062;474;310;147;70;61;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060059;Pinnow;2;2;1453;1080;74,3;1;1,7;98,3;44,6;29,2;13,8;6,6;5,7;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060059;Pinnow;2;2;1453;1080;74,3;2;13;1067;441;278;140;92;95;1;0;20;x
P;60;Parchim;6017;Ostufer Schweriner See;13060059;Pinnow;2;2;1453;1080;74,3;2;1,2;98,8;41,3;26,1;13,1;8,6;8,9;0,1;0;1,9;x
A;60;Parchim;6017;Ostufer Schweriner See;13060063;Raben Steinfeld;1;1;1025;722;70,4;1;14;708;337;198;110;30;33;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060063;Raben Steinfeld;1;1;1025;722;70,4;1;1,9;98,1;47,6;28;15,5;4,2;4,7;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060063;Raben Steinfeld;1;1;1025;722;70,4;2;10;712;339;187;93;31;47;0;0;15;x
P;60;Parchim;6017;Ostufer Schweriner See;13060063;Raben Steinfeld;1;1;1025;722;70,4;2;1,4;98,6;47,6;26,3;13,1;4,4;6,6;0;0;2,1;x
A;60;Parchim;6017;Ostufer Schweriner See;13060065;Retgendorf;1;1;862;571;66,2;1;7;564;251;180;81;24;28;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060065;Retgendorf;1;1;862;571;66,2;1;1,2;98,8;44,5;31,9;14,4;4,3;5;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060065;Retgendorf;1;1;862;571;66,2;2;8;563;212;167;79;42;48;1;1;13;x
P;60;Parchim;6017;Ostufer Schweriner See;13060065;Retgendorf;1;1;862;571;66,2;2;1,4;98,6;37,7;29,7;14;7,5;8,5;0,2;0,2;2,3;x
A;60;Parchim;6017;Ostufer Schweriner See;13060068;Rubow;2;2;696;443;63,6;1;15;428;195;136;79;3;15;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060068;Rubow;2;2;696;443;63,6;1;3,4;96,6;45,6;31,8;18,5;0,7;3,5;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060068;Rubow;2;2;696;443;63,6;2;12;431;183;132;77;8;24;0;2;5;x
P;60;Parchim;6017;Ostufer Schweriner See;13060068;Rubow;2;2;696;443;63,6;2;2,7;97,3;42,5;30,6;17,9;1,9;5,6;0;0,5;1,2;x
A;60;Parchim;6017;Ostufer Schweriner See;13060717;Briefwahl Ostufer Schweriner See;1;1;0;755;0;1;10;745;310;253;102;46;34;x;x;x;x
P;60;Parchim;6017;Ostufer Schweriner See;13060717;Briefwahl Ostufer Schweriner See;1;1;0;755;0;1;1,3;98,7;41,6;34;13,7;6,2;4,6;x;x;x;x
A;60;Parchim;6017;Ostufer Schweriner See;13060717;Briefwahl Ostufer Schweriner See;1;1;0;755;0;2;5;750;272;237;99;68;58;1;0;15;x
P;60;Parchim;6017;Ostufer Schweriner See;13060717;Briefwahl Ostufer Schweriner See;1;1;0;755;0;2;0,7;99,3;36,3;31,6;13,2;9,1;7,7;0,1;0;2;x
A;60;Parchim;6018;Parchim-Land;13060030;Groß Godems;1;1;300;220;73,3;1;7;213;92;87;15;4;15;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060030;Groß Godems;1;1;300;220;73,3;1;3,2;96,8;43,2;40,8;7;1,9;7;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060030;Groß Godems;1;1;300;220;73,3;2;4;216;92;88;13;2;16;2;0;3;x
P;60;Parchim;6018;Parchim-Land;13060030;Groß Godems;1;1;300;220;73,3;2;1,8;98,2;42,6;40,7;6;0,9;7,4;0,9;0;1,4;x
A;60;Parchim;6018;Parchim-Land;13060034;Herzfeld;1;1;244;202;82,8;1;2;200;86;76;16;9;13;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060034;Herzfeld;1;1;244;202;82,8;1;1;99;43;38;8;4,5;6,5;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060034;Herzfeld;1;1;244;202;82,8;2;3;199;83;74;14;7;20;1;0;0;x
P;60;Parchim;6018;Parchim-Land;13060034;Herzfeld;1;1;244;202;82,8;2;1,5;98,5;41,7;37,2;7;3,5;10,1;0,5;0;0;x
A;60;Parchim;6018;Parchim-Land;13060038;Karrenzin;1;1;316;223;70,6;1;6;217;83;93;21;2;18;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060038;Karrenzin;1;1;316;223;70,6;1;2,7;97,3;38,2;42,9;9,7;0,9;8,3;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060038;Karrenzin;1;1;316;223;70,6;2;2;221;78;87;22;5;21;0;0;8;x
P;60;Parchim;6018;Parchim-Land;13060038;Karrenzin;1;1;316;223;70,6;2;0,9;99,1;35,3;39,4;10;2,3;9,5;0;0;3,6;x
A;60;Parchim;6018;Parchim-Land;13060052;Matzlow-Garwitz;1;1;583;438;75,1;1;10;428;146;156;59;40;27;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060052;Matzlow-Garwitz;1;1;583;438;75,1;1;2,3;97,7;34,1;36,4;13,8;9,3;6,3;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060052;Matzlow-Garwitz;1;1;583;438;75,1;2;9;429;144;160;55;26;32;2;3;7;x
P;60;Parchim;6018;Parchim-Land;13060052;Matzlow-Garwitz;1;1;583;438;75,1;2;2,1;97,9;33,6;37,3;12,8;6,1;7,5;0,5;0,7;1,6;x
A;60;Parchim;6018;Parchim-Land;13060067;Rom;1;1;449;342;76,2;1;15;327;124;128;47;11;17;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060067;Rom;1;1;449;342;76,2;1;4,4;95,6;37,9;39,1;14,4;3,4;5,2;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060067;Rom;1;1;449;342;76,2;2;12;330;129;127;43;7;16;1;0;7;x
P;60;Parchim;6018;Parchim-Land;13060067;Rom;1;1;449;342;76,2;2;3,5;96,5;39,1;38,5;13;2,1;4,8;0,3;0;2,1;x
A;60;Parchim;6018;Parchim-Land;13060072;Spornitz;2;2;1235;874;70,8;1;32;842;361;348;69;19;45;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060072;Spornitz;2;2;1235;874;70,8;1;3,7;96,3;42,9;41,3;8,2;2,3;5,3;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060072;Spornitz;2;2;1235;874;70,8;2;26;848;342;336;81;20;50;4;1;14;x
P;60;Parchim;6018;Parchim-Land;13060072;Spornitz;2;2;1235;874;70,8;2;3;97;40,3;39,6;9,6;2,4;5,9;0,5;0,1;1,7;x
A;60;Parchim;6018;Parchim-Land;13060074;Stolpe;1;1;332;244;73,5;1;14;230;107;77;26;4;16;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060074;Stolpe;1;1;332;244;73,5;1;5,7;94,3;46,5;33,5;11,3;1,7;7;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060074;Stolpe;1;1;332;244;73,5;2;6;238;101;82;24;7;16;2;1;5;x
P;60;Parchim;6018;Parchim-Land;13060074;Stolpe;1;1;332;244;73,5;2;2,5;97,5;42,4;34,5;10,1;2,9;6,7;0,8;0,4;2,1;x
A;60;Parchim;6018;Parchim-Land;13060075;Stralendorf;1;1;278;198;71,2;1;5;193;84;76;20;3;10;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060075;Stralendorf;1;1;278;198;71,2;1;2,5;97,5;43,5;39,4;10,4;1,6;5,2;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060075;Stralendorf;1;1;278;198;71,2;2;2;196;79;69;21;7;16;2;1;1;x
P;60;Parchim;6018;Parchim-Land;13060075;Stralendorf;1;1;278;198;71,2;2;1;99;40,3;35,2;10,7;3,6;8,2;1;0,5;0,5;x
A;60;Parchim;6018;Parchim-Land;13060091;Ziegendorf;1;1;594;372;62,6;1;17;355;140;118;60;18;19;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060091;Ziegendorf;1;1;594;372;62,6;1;4,6;95,4;39,4;33,2;16,9;5,1;5,4;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060091;Ziegendorf;1;1;594;372;62,6;2;15;357;136;109;51;20;25;1;2;13;x
P;60;Parchim;6018;Parchim-Land;13060091;Ziegendorf;1;1;594;372;62,6;2;4;96;38,1;30,5;14,3;5,6;7;0,3;0,6;3,6;x
A;60;Parchim;6018;Parchim-Land;13060718;Briefwahl Parchim-Land;1;1;0;192;0;1;7;185;75;65;19;14;12;x;x;x;x
P;60;Parchim;6018;Parchim-Land;13060718;Briefwahl Parchim-Land;1;1;0;192;0;1;3,6;96,4;40,5;35,1;10,3;7,6;6,5;x;x;x;x
A;60;Parchim;6018;Parchim-Land;13060718;Briefwahl Parchim-Land;1;1;0;192;0;2;4;188;83;59;14;7;17;1;0;7;x
P;60;Parchim;6018;Parchim-Land;13060718;Briefwahl Parchim-Land;1;1;0;192;0;2;2,1;97,9;44,1;31,4;7,4;3,7;9;0,5;0;3,7;x
A;60;Parchim;6019;Plau-Land;13060002;Barkow;1;1;238;159;66,8;1;7;152;64;51;22;5;10;x;x;x;x
P;60;Parchim;6019;Plau-Land;13060002;Barkow;1;1;238;159;66,8;1;4,4;95,6;42,1;33,6;14,5;3,3;6,6;x;x;x;x
A;60;Parchim;6019;Plau-Land;13060002;Barkow;1;1;238;159;66,8;2;4;155;68;53;17;4;9;0;0;4;x
P;60;Parchim;6019;Plau-Land;13060002;Barkow;1;1;238;159;66,8;2;2,5;97,5;43,9;34,2;11;2,6;5,8;0;0;2,6;x
A;60;Parchim;6019;Plau-Land;13060020;Ganzlin;1;1;489;340;69,5;1;11;329;147;81;66;10;25;x;x;x;x
P;60;Parchim;6019;Plau-Land;13060020;Ganzlin;1;1;489;340;69,5;1;3,2;96,8;44,7;24,6;20,1;3;7,6;x;x;x;x
A;60;Parchim;6019;Plau-Land;13060020;Ganzlin;1;1;489;340;69,5;2;16;324;133;84;63;8;27;2;3;4;x
P;60;Parchim;6019;Plau-Land;13060020;Ganzlin;1;1;489;340;69,5;2;4,7;95,3;41;25,9;19,4;2,5;8,3;0,6;0,9;1,2;x
A;60;Parchim;6019;Plau-Land;13060023;Gnevsdorf;1;1;284;212;74,6;1;10;202;104;68;19;3;8;x;x;x;x
P;60;Parchim;6019;Plau-Land;13060023;Gnevsdorf;1;1;284;212;74,6;1;4,7;95,3;51,5;33,7;9,4;1,5;4;x;x;x;x
A;60;Parchim;6019;Plau-Land;13060023;Gnevsdorf;1;1;284;212;74,6;2;11;201;92;68;24;10;4;1;0;2;x
P;60;Parchim;6019;Plau-Land;13060023;Gnevsdorf;1;1;284;212;74,6;2;5,2;94,8;45,8;33,8;11,9;5;2;0,5;0;1;x
A;60;Parchim;6019;Plau-Land;13060037;Karow;1;1;825;545;66,1;1;13;532;263;105;140;7;17;x;x;x;x
P;60;Parchim;6019;Plau-Land;13060037;Karow;1;1;825;545;66,1;1;2,4;97,6;49,4;19,7;26,3;1,3;3,2;x;x;x;x
A;60;Parchim;6019;Plau-Land;13060037;Karow;1;1;825;545;66,1;2;13;532;252;96;136;11;19;3;3;12;x
P;60;Parchim;6019;Plau-Land;13060037;Karow;1;1;825;545;66,1;2;2,4;97,6;47,4;18;25,6;2,1;3,6;0,6;0,6;2,3;x
A;60;Parchim;6019;Plau-Land;13060062;Plauerhagen;1;1;297;208;70;1;9;199;89;68;23;5;14;x;x;x;x
P;60;Parchim;6019;Plau-Land;13060062;Plauerhagen;1;1;297;208;70;1;4,3;95,7;44,7;34,2;11,6;2,5;7;x;x;x;x
A;60;Parchim;6019;Plau-Land;13060062;Plauerhagen;1;1;297;208;70;2;6;202;89;70;23;4;11;2;1;2;x
P;60;Parchim;6019;Plau-Land;13060062;Plauerhagen;1;1;297;208;70;2;2,9;97,1;44,1;34,7;11,4;2;5,4;1;0,5;1;x
A;60;Parchim;6019;Plau-Land;13060066;Retzow;1;1;277;182;65,7;1;2;180;79;62;21;9;9;x;x;x;x
P;60;Parchim;6019;Plau-Land;13060066;Retzow;1;1;277;182;65,7;1;1,1;98,9;43,9;34,4;11,7;5;5;x;x;x;x
A;60;Parchim;6019;Plau-Land;13060066;Retzow;1;1;277;182;65,7;2;7;175;70;53;24;16;5;2;1;4;x
P;60;Parchim;6019;Plau-Land;13060066;Retzow;1;1;277;182;65,7;2;3,8;96,2;40;30,3;13,7;9,1;2,9;1,1;0,6;2,3;x
A;60;Parchim;6019;Plau-Land;13060083;Wendisch Priborn;1;1;395;257;65,1;1;19;238;125;64;32;7;10;x;x;x;x
P;60;Parchim;6019;Plau-Land;13060083;Wendisch Priborn;1;1;395;257;65,1;1;7,4;92,6;52,5;26,9;13,4;2,9;4,2;x;x;x;x
A;60;Parchim;6019;Plau-Land;13060083;Wendisch Priborn;1;1;395;257;65,1;2;9;248;134;68;29;7;5;2;2;1;x
P;60;Parchim;6019;Plau-Land;13060083;Wendisch Priborn;1;1;395;257;65,1;2;3,5;96,5;54;27,4;11,7;2,8;2;0,8;0,8;0,4;x
A;60;Parchim;6019;Plau-Land;13060719;Briefwahl Plau-Land;1;1;0;145;0;1;2;143;43;61;23;8;8;x;x;x;x
P;60;Parchim;6019;Plau-Land;13060719;Briefwahl Plau-Land;1;1;0;145;0;1;1,4;98,6;30,1;42,7;16,1;5,6;5,6;x;x;x;x
A;60;Parchim;6019;Plau-Land;13060719;Briefwahl Plau-Land;1;1;0;145;0;2;1;144;44;58;21;8;7;1;0;5;x
P;60;Parchim;6019;Plau-Land;13060719;Briefwahl Plau-Land;1;1;0;145;0;2;0,7;99,3;30,6;40,3;14,6;5,6;4,9;0,7;0;3,5;x
A;60;Parchim;6021;Ture;13060006;Broock;1;1;307;220;71,7;1;11;209;89;76;32;6;6;x;x;x;x
P;60;Parchim;6021;Ture;13060006;Broock;1;1;307;220;71,7;1;5;95;42,6;36,4;15,3;2,9;2,9;x;x;x;x
A;60;Parchim;6021;Ture;13060006;Broock;1;1;307;220;71,7;2;5;215;78;80;32;8;14;1;0;2;x
P;60;Parchim;6021;Ture;13060006;Broock;1;1;307;220;71,7;2;2,3;97,7;36,3;37,2;14,9;3,7;6,5;0,5;0;0,9;x
A;60;Parchim;6021;Ture;13060021;Gischow;1;1;232;153;65,9;1;3;150;58;67;12;4;9;x;x;x;x
P;60;Parchim;6021;Ture;13060021;Gischow;1;1;232;153;65,9;1;2;98;38,7;44,7;8;2,7;6;x;x;x;x
A;60;Parchim;6021;Ture;13060021;Gischow;1;1;232;153;65,9;2;4;149;62;60;13;3;9;0;0;2;x
P;60;Parchim;6021;Ture;13060021;Gischow;1;1;232;153;65,9;2;2,6;97,4;41,6;40,3;8,7;2;6;0;0;1,3;x
A;60;Parchim;6021;Ture;13060028;Granzin;1;1;461;305;66,2;1;12;293;138;85;57;4;9;x;x;x;x
P;60;Parchim;6021;Ture;13060028;Granzin;1;1;461;305;66,2;1;3,9;96,1;47,1;29;19,5;1,4;3,1;x;x;x;x
A;60;Parchim;6021;Ture;13060028;Granzin;1;1;461;305;66,2;2;9;296;137;87;51;4;10;3;0;4;x
P;60;Parchim;6021;Ture;13060028;Granzin;1;1;461;305;66,2;2;3;97;46,3;29,4;17,2;1,4;3,4;1;0;1,4;x
